,d1,d2,d1d2,angle,Cd,Cd_err,Sd1,Sd1_err,Sd2,Sd2_err,W,W_err
0,1,2,102,15.0,4318.0,65.71149062378664,1863037.0,1364.9311337939362,1898604.0,1377.8983997378036,1.2207500939876303e-09,1.8620027162171563e-11
1,1,3,103,30.0,3239.0,56.91221310052878,1863037.0,1364.9311337939362,1942604.0,1393.7732957694375,8.949632233745006e-10,1.5752084843479685e-11
2,1,4,104,45.0,2983.0,54.616847217685496,1863037.0,1364.9311337939362,1964282.0,1401.528451370146,8.151319879275276e-10,1.4947814668450626e-11
3,1,5,105,60.0,2819.0,53.094255809833136,1863037.0,1364.9311337939362,1981877.0,1407.7915328627319,7.634786521800826e-10,1.4400774977573902e-11
4,1,6,106,75.0,2611.0,51.09794516416487,1863037.0,1364.9311337939362,1942733.0,1393.8195722546013,7.213935822961161e-10,1.413722565800441e-11
5,1,7,107,90.0,2535.0,50.34878350069642,1863037.0,1364.9311337939362,1858142.0,1363.1368236534438,7.322806926961812e-10,1.4563961156399744e-11
6,1,8,108,105.0,2506.0,50.05996404313531,1863037.0,1364.9311337939362,1775234.0,1332.379075188439,7.577116758165444e-10,1.5156930019573492e-11
7,1,9,109,120.0,2797.0,52.88667128870941,1863037.0,1364.9311337939362,1678084.0,1295.4088157797908,8.946584943975214e-10,1.6943296543202117e-11
8,1,10,110,16.3280765791,4001.0,63.25345840347388,1863037.0,1364.9311337939362,1847409.0,1359.1942466034793,1.1624760558356323e-09,1.8417655639827257e-11
9,1,11,111,24.647970991599998,3371.0,58.06031346797914,1863037.0,1364.9311337939362,1892388.0,1375.6409415250769,9.561523284786261e-10,1.6497800114803238e-11
10,1,12,112,37.2343116272,3228.0,56.815490845367165,1863037.0,1364.9311337939362,1934634.0,1390.9112121195947,8.955982370118228e-10,1.579005971013477e-11
11,1,13,113,51.0095647237,2827.0,53.16954015223378,1863037.0,1364.9311337939362,1937803.0,1392.0499272655418,7.830593949366324e-10,1.4749494358569647e-11
12,1,14,114,65.2073716972,2620.0,51.18593556827891,1863037.0,1364.9311337939362,1935855.0,1391.3500637869681,7.264521052697783e-10,1.4211986285971797e-11
13,1,15,115,79.57764368,2578.0,50.774009099144415,1863037.0,1364.9311337939362,1898279.0,1377.7804614669203,7.28956125292266e-10,1.4376544075269642e-11
14,1,17,117,94.00581363389999,2425.0,49.24428900898052,1863037.0,1364.9311337939362,1846649.0,1358.9146404392,7.04864937363403e-10,1.4332339852446019e-11
15,1,18,118,108.41259485299999,2632.0,51.30302135352264,1863037.0,1364.9311337939362,1769727.0,1330.3108659257055,7.98285292678789e-10,1.5582746203512126e-11
16,1,19,119,122.70626676200001,2820.0,53.103672189407014,1863037.0,1364.9311337939362,1692613.0,1301.0046118288744,8.94272665245491e-10,1.686688073559551e-11
17,1,20,120,31.604676788499997,3044.0,55.17245689653489,1863037.0,1364.9311337939362,1796441.0,1340.313769234652,9.095157197204709e-10,1.6512370631916975e-11
18,1,21,121,40.8718065555,2820.0,53.103672189407014,1863037.0,1364.9311337939362,1840266.0,1356.5640419825377,8.225210587703985e-10,1.551253972194873e-11
19,1,22,122,52.4730278643,2619.0,51.176166327695945,1863037.0,1364.9311337939362,1835562.0,1354.8291405192022,7.658521925462426e-10,1.4986196689274253e-11
20,1,23,123,65.12862620840001,2487.0,49.86983055916673,1863037.0,1364.9311337939362,1834427.0,1354.4102037418354,7.277025072405466e-10,1.4611656770942943e-11
21,1,24,124,78.2660012051,2447.0,49.467160824126545,1863037.0,1364.9311337939362,1819409.0,1348.8546993653542,7.219084920165428e-10,1.4613076633306457e-11
22,1,25,125,91.5875915397,2388.0,48.86716689148246,1863037.0,1364.9311337939362,1804036.0,1343.1440726891512,7.1050582471533e-10,1.455846268651069e-11
23,1,26,126,104.88563918,2304.0,48.0,1863037.0,1364.9311337939362,1721463.0,1312.0453498259883,7.183950015942524e-10,1.498582024304858e-11
24,1,27,127,117.941467784,2624.0,51.22499389946279,1863037.0,1364.9311337939362,1684064.0,1297.7149147636394,8.363417139828828e-10,1.6351028519657766e-11
25,1,28,128,130.414743394,2852.0,53.40411969127476,1863037.0,1364.9311337939362,1626184.0,1275.2191968442132,9.413656723334558e-10,1.7656136467635695e-11
26,1,29,129,60.0,2658.0,51.55579501860097,1863037.0,1364.9311337939362,1890403.0,1374.9192703573544,7.547082521348799e-10,1.4659388854798887e-11
27,1,30,130,75.0,2501.0,50.00999900019995,1863037.0,1364.9311337939362,1913287.0,1383.2161797781284,7.01636366705154e-10,1.4048496218647702e-11
28,1,31,131,90.0,2818.0,53.08483775994799,1863037.0,1364.9311337939362,1981409.0,1407.625305257049,7.63388085324254e-10,1.4401616246844609e-11
29,1,33,133,105.0,2917.0,54.00925846556311,1863037.0,1364.9311337939362,1991435.0,1411.1821285716455,7.862285557941153e-10,1.4579333399082036e-11
30,1,34,134,120.0,3333.0,57.73214009544424,1863037.0,1364.9311337939362,2008892.0,1417.3538725385415,8.905478188332195e-10,1.545208374315271e-11
31,1,35,135,135.0,3772.0,61.41661013113635,1863037.0,1364.9311337939362,1952554.0,1397.3381838338205,1.03692453451313e-09,1.691682091996895e-11
32,1,36,136,150.0,4091.0,63.96092557178953,1863037.0,1364.9311337939362,1869040.0,1367.1283772930763,1.1748688883901427e-09,1.840876730720353e-11
33,1,37,137,165.0,4331.0,65.81033353509159,1863037.0,1364.9311337939362,1801336.0,1342.1385919494305,1.2905415010565934e-09,1.9656326509944367e-11
