,th_bin_center,Eave,Eave_err
0,15.009999999999998,2.3756111445447075,0.006257339019591417
1,25.009999999999998,2.3286849075434093,0.0056053970559116545
2,35.00999999999999,2.3249090749771737,0.006934629556342178
3,45.00999999999999,2.3139050665318424,0.005955337947989293
4,55.00999999999999,2.2990330732932365,0.006026000000522266
5,65.00999999999999,2.285955852245803,0.007033479110353073
6,75.00999999999999,2.272008855045856,0.0066051200333434755
7,85.00999999999999,2.263462454193495,0.006607320427698074
8,95.00999999999999,2.259685935900851,0.008583129209258062
9,105.00999999999999,2.2610044337013004,0.00737582105764383
10,115.00999999999999,2.268958664464857,0.006613102240818269
11,125.00999999999998,2.277972496075144,0.0084283852531614
12,135.00999999999996,2.290252185597053,0.00861245987458962
13,145.00999999999996,2.3029991520490043,0.008309276336105075
14,155.00999999999996,2.303476809734124,0.011720840256785646
15,165.00999999999996,2.3109209471151817,0.012430380269067209
16,175.00999999999996,2.3229831351318473,0.018372128961168993
