,angle_bin_centers,angle_bin_max,angle_bin_min,len pair_is,std_angle,Sd1,Sd1_err,Sd2,Sd2_err,Cd,Cd_err,W,W_err,std W
0,15.009999999999998,20.009999999999998,10.01,40.0,0.4392200437934999,933024.325,57266.46553716559,937785.575,53144.48809466862,6417.175,680.3288869179378,7.3204800195400785e-09,1.4640606707032443e-11,1.6863568913559363e-10
1,25.009999999999998,30.009999999999998,20.009999999999998,61.0,2.6112060987858174,933603.8360655737,55698.67045774084,934486.2459016393,55089.26712630422,4971.163934426229,523.5090047396861,5.692838088070987e-09,1.0451190307922704e-11,2.7744679440041353e-10
2,35.00999999999999,40.00999999999999,30.009999999999998,40.0,1.9796268047294494,963167.15,54622.972675674646,930132.125,54445.12966519021,4717.2,525.0690049888682,5.252618620318195e-09,1.222122791787236e-11,1.634644475511279e-10
3,45.00999999999999,50.00999999999999,40.00999999999999,65.0,2.3357029325461935,939441.8307692307,59853.1500952557,941692.6923076923,51743.4475812893,4192.3538461538465,397.8387160944352,4.7366729998156864e-09,9.15373019641585e-12,1.5538615817699823e-10
4,55.00999999999999,60.00999999999999,50.00999999999999,72.0,3.4110168755509336,935567.1388888889,58170.249937934954,937733.5,52901.28338261537,3618.8611111111113,293.45401426399735,4.128945317437653e-09,8.14766709013463e-12,1.638523376005737e-10
5,65.00999999999999,70.00999999999999,60.00999999999999,62.0,2.3229093007777495,952191.3709677419,57648.239934868696,916208.6290322581,48776.903532318385,3251.3064516129034,226.26487395126787,3.732149985968529e-09,8.367313665614257e-12,1.28274837496699e-10
6,75.00999999999999,80.00999999999999,70.00999999999999,75.0,2.4734799427506764,919441.8266666667,54824.01476272316,932694.2,52631.97847139452,2896.0133333333333,194.229245537901,3.382462541271285e-09,7.30002647626714e-12,1.0599064579501589e-10
7,85.00999999999999,90.00999999999999,80.00999999999999,81.0,3.3145552900346678,916547.5308641975,50981.57282906827,941940.012345679,50577.864625851485,2680.185185185185,176.78815606878268,3.1082068994360918e-09,6.706311288859617e-12,8.781582512522049e-11
8,95.00999999999999,100.00999999999999,90.00999999999999,50.0,2.180936986724528,927980.44,54039.9530303867,925550.18,54026.23542342739,2533.58,169.68477716047482,2.9541959272510223e-09,8.342419148027595e-12,7.107936369731727e-11
9,105.00999999999999,110.00999999999999,100.00999999999999,67.0,2.5954936182703565,927900.7910447761,52217.94204475292,938658.8805970149,55385.59998247357,2556.955223880597,179.51355769992472,2.9392187066892195e-09,7.139408762100264e-12,6.94938955135382e-11
10,115.00999999999999,120.00999999999999,110.00999999999999,77.0,2.984159174385827,932745.7402597403,58361.43269482231,952009.2857142857,54252.00774209409,2664.688311688312,186.55031421445858,3.0055773283846517e-09,6.672294297889616e-12,8.085118518580903e-11
11,125.00999999999998,130.00999999999996,120.00999999999999,46.0,1.9478516305008529,927017.9347826086,56654.70358822521,940294.3478260869,55228.78853508313,2773.6521739130435,216.44822831049544,3.1848382441590434e-09,8.96569145947705e-12,6.292863895799312e-11
12,135.00999999999996,140.00999999999996,130.00999999999996,41.0,2.0722364224079906,948775.1707317074,57782.79669417291,946665.4146341464,56209.30378417126,3043.8536585365855,244.2270595838155,3.3916129825160767e-09,9.662847423015088e-12,8.033770974648247e-11
13,145.00999999999996,150.00999999999996,140.00999999999996,40.0,2.6428836083777085,957137.2,55493.26255105208,957454.925,53646.42329707895,3297.875,240.58326910863937,3.603432354846088e-09,9.983037710979884e-12,1.2443367866678018e-10
14,155.00999999999996,160.00999999999996,150.00999999999996,21.0,2.7533970797613065,939559.2857142857,49417.10671142021,939352.8095238095,54710.30263263214,3311.1428571428573,86.66810569187311,3.76353334222147e-09,1.4329004893046547e-11,1.1123125077686597e-10
15,165.00999999999996,170.00999999999996,160.00999999999996,16.0,0.5183647235984236,949517.0625,51390.640759612965,947759.8125,60496.517004306486,3570.375,257.58053958907686,3.972403513508626e-09,1.672849760408534e-11,8.424043580945279e-11
16,175.00999999999996,180.00999999999996,170.00999999999996,7.0,0.0,951730.7142857143,46315.320926123306,959875.5714285715,60296.46644907891,3678.1428571428573,167.5652781723576,4.0361437866785756e-09,2.529873706804829e-11,9.995101898035724e-11
